time_utc,label,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon
,1,274.982,298.3190619678335,278.978,285.749,57156.036,104387.0666266772,-0.029,-0.287,3.911,-0.212,0.00024330392943063353,-0.001,0.0001823262839879154,17.421,0.59,49114.674,66.089,-0.002,-0.224,-1.023,-0.969,0.304,4.918,3.68,1.0,289.882,293.931,433.24,304.0114993913573,84.15818918490326,43.511,73.29326036249014,114.953,3.504,35.076,80.845
,0,277.128,268.266,288.804,266.867,55208.03,103140.959,-0.044,0.23838879046545336,5.453180193236714,-0.226,0.002,-0.001,0.001,17.238,0.55,46392.466,57.302,0.002,-0.226,-1.223,-1.066,0.357,166.868981074579,3.889,1.0,286.316,284.26,288.784,291.547,84.15818918490326,79.54927951657885,73.29326036249014,81.353,3.1886087160262413,33.518,75.371
,1,277.81,283.852,395.221,299.81499398426655,56880.587,99429.458,0.1761047693510555,0.23838879046545336,4.556,-0.233,0.0,0.001,0.0,16.765,0.7944468408262454,49595.973,44.421,0.001,-0.213,-0.615,4.100759235668789,0.493,15.908,4.375,1.0,289.299,284.711,273.501,302.752,58.38,43.372,39.308,77.781,4.831,34.522,78.688
,1,288.702,270.396,285.912,299.81499398426655,92051.088,100726.802,0.1761047693510555,-0.452,4.523,-0.232,0.001,0.001,0.002,17.391,0.7944468408262454,25344.456596221018,42.451,-0.0,-0.233,-0.627,-1.033,0.595,38.035,9.692,1.0,291.504,295.037,298.4101307426054,295.16,60.067,41.459,39.491,77.673,3.1886087160262413,35.659,74.571
,1,301.6345762685402,265.557,294.896,283.158,56524.641,104456.319,0.1761047693510555,-0.147,5.004,-0.225,-0.001,-0.001,0.001,17.414,0.217,50619.438,111.576,-0.001,-0.217,-0.617,-1.018,0.574,166.868981074579,5.461412030755315,1.0,274.653,276.604,283.683,295.59,58.813,42.544,40.914,75.013,7.7,34.06,75.313
,0,282.444,266.229,282.349,284.517,55846.083,102287.178,-0.665,0.23838879046545336,6.092,-0.184,-0.0,-0.0,0.0001823262839879154,16.705,0.229,47805.448,208.506,-0.001,-0.173,-0.502,4.100759235668789,1.1185108974358975,166.868981074579,5.933,1.0,294.931,277.035,436.231,397.509,60.743,40.333,73.29326036249014,77.485,10.64,33.07,76.42
,0,273.97,298.3190619678335,284.159,290.539,85273.635,137981.82,-0.582,0.738,6.277,-0.133,-0.0,0.001,0.0,16.758,0.327,50230.447,370.572,0.00018991517436380773,0.6797272583201269,-0.396,-0.698,0.962,135.786,5.461412030755315,1.0,291.588,286.171,285.897,279.159,57.295,44.379,73.29326036249014,113.922,3.1886087160262413,34.5,75.734
,0,291.433,265.194,298.828,279.172,53675.533,99893.21,0.1761047693510555,0.23838879046545336,6.733,-0.12,0.00024330392943063353,0.000466830090393749,0.0,17.311,0.46,48253.717,551.761,0.001,-0.12,-0.317,-0.589,1.097,166.868981074579,5.461412030755315,1.0,284.654,303.45619514955536,266.985,284.963,62.101,79.54927951657885,39.342,77.324,13.096,32.71494814105633,79.93625342679128
,1,283.774,267.506,275.183,290.471,78694.730882662,105412.112,0.1761047693510555,1.072,5.453180193236714,-0.113,0.00024330392943063353,-0.001,0.0001823262839879154,31.173630642085186,0.6,49689.988,698.094,0.0,0.6797272583201269,-0.288,-0.846,1.033,192.623,5.461412030755315,1.0,283.944,288.045,273.355,296.607,60.974,44.275,73.29326036249014,75.958,13.493,34.131,74.392
,1,299.256,275.158,289.116,299.81499398426655,55530.397,105413.864,0.396,0.613,6.179,0.6765805065234076,0.00024330392943063353,-0.001,0.001,18.523,0.693,25344.456596221018,787.349,0.001,-0.029,-0.094,-0.132,0.75,210.092,6.442,1.0,282.622,273.411,287.458,304.0114993913573,62.073,43.97,41.061,81.335,13.238,64.922,75.161
,0,291.229,270.291,279.479,285.236,58684.733,104540.908,0.565,0.227,6.287,0.6765805065234076,0.0,0.000466830090393749,0.0001823262839879154,19.13,0.635,47513.282,494.175,0.001,0.201,0.458,0.877,0.604,241.373,5.461412030755315,1.0,285.902,303.45619514955536,298.4101307426054,282.362,62.072,79.54927951657885,38.711,97.21177445652174,3.1886087160262413,35.513,76.16
,0,301.6345762685402,274.603,435.005,272.127,56971.16,104839.48,0.1761047693510555,-0.097,6.212,0.281,0.002,0.0,0.002,20.389,0.717,48710.898,313.778,-0.001,0.305,0.775,1.295,0.353,298.905,6.072,1.0,269.193,303.45619514955536,264.883,275.931,59.761,43.665,41.595,75.876,11.724,33.772,80.787
,1,301.6345762685402,298.3190619678335,300.4776422074919,286.577,53655.935,105351.082,0.405,0.23838879046545336,14.241,0.421,-0.0,0.000466830090393749,0.003,38.458,0.73,25344.456596221018,331.116,-0.001,0.406,1.138,1.962,0.426,272.691,5.461412030755315,1.0,269.629,289.353,290.548,279.351,56.997,40.979,73.29326036249014,97.21177445652174,12.144,32.71494814105633,76.763
,1,289.862,272.232,300.4776422074919,299.81499398426655,55410.883,98657.381,0.529,-0.037,6.601,0.269,0.001,0.001,0.001,31.173630642085186,0.839,49077.115,337.12472982675195,0.001,0.263,0.906,1.594,1.1185108974358975,286.182,5.461412030755315,1.0,296.024,289.206,275.222,300.896,58.143,40.962,40.992,82.393,10.939,35.586,79.93625342679128
,0,284.512,266.507,298.139,278.263,58255.291,104387.0666266772,0.583,-0.031,5.199,0.139,0.0,0.0,-0.001,31.173630642085186,0.861,47048.614,337.12472982675195,-0.001,0.138,0.576,1.208,1.1185108974358975,166.868981074579,5.104,1.0,274.287,279.625,283.213,302.085,59.747,79.54927951657885,39.42,77.704,9.221,34.63,76.506
,1,275.054,289.061,286.13,518.458,53842.624,100302.962,0.201,0.086,4.929,0.22,-0.001,0.001,-0.002,21.324,0.818,25344.456596221018,200.703,0.001,0.224,0.619,1.542,1.1185108974358975,257.094,5.036,1.0,268.617,274.342,264.527,277.157,62.602,42.985,73.29326036249014,75.901,7.146,33.768,74.219
,0,301.6345762685402,264.339,287.512,299.81499398426655,78694.730882662,101666.591,0.1761047693510555,0.124,4.845,0.221,0.002,0.001,-0.002,28.153,0.755,93928.808,178.083,0.002,0.224,0.667,1.484,0.161,222.592,4.841,1.0,274.695,299.395,298.4101307426054,304.0114993913573,62.026,79.54927951657885,39.934,75.332,5.567,34.069,74.231
,0,282.576,264.299,300.4776422074919,290.48,78694.730882662,180092.005,0.123,0.23838879046545336,5.453180193236714,0.047,-0.002,0.0,-0.001,29.087,0.799,50235.999,164.061,-0.0,0.044,0.329,0.787,0.18,225.461,5.148,1.0,273.309,297.527,269.07,284.09,84.15818918490326,42.578,40.708,74.593,4.572,33.532,78.656
,0,267.657,269.762,286.035,299.81499398426655,54748.597,103780.542,0.136,0.07,5.453180193236714,-0.07,0.00024330392943063353,0.0,0.0,18.535,0.822,47365.308,109.886,0.0,0.6797272583201269,-0.008,0.259,0.153,235.699,4.835,1.0,284.911,296.881,270.488,301.036,57.995,74.439,42.602,79.999,4.466,32.71494814105633,75.147
,1,287.195,262.992,300.4776422074919,272.2,56325.371,104387.0666266772,0.163,0.03,4.311,0.6765805065234076,-0.001,0.003,0.0,18.26,0.853,49583.934,101.029,0.001,-0.101,2.043423367593712,0.028,0.156,271.622,4.213,1.0,294.651,297.685,378.012,279.345,68.27,52.072,45.168,87.11,3.1886087160262413,34.282,74.395
,0,301.6345762685402,284.422,278.988,299.81499398426655,58587.927,105401.477,0.18,0.01,5.453180193236714,0.6765805065234076,-0.002,0.001,0.0,17.944,0.896,48655.461,105.698,0.0,-0.139,-0.337,-0.211,1.1185108974358975,276.076,3.416,1.0,283.791,288.458,272.657,304.0114993913573,66.787,79.54927951657885,44.568,97.21177445652174,3.791,33.473,76.035
,1,265.728,284.172,265.74,292.543,54105.882,103740.785,0.1761047693510555,0.055,3.108,-0.168,-0.0,0.001,0.002,18.623,0.934,47491.35,95.081,-0.0,-0.165,-0.413,-0.728,0.251,256.844,3.075,1.0,301.0289560691872,292.432,269.649,289.958,70.411,48.834,73.29326036249014,84.708,3.53,32.71494814105633,78.317
,0,282.84,298.3190619678335,273.859,265.736,55841.562,104387.0666266772,0.1761047693510555,0.084,3.357,-0.18,-0.0,-0.002,0.0,17.601,0.481,49272.522,337.12472982675195,0.0,-0.178,-0.451,-0.641,0.196,166.868981074579,3.125,1.0,301.0289560691872,275.322,276.556,304.0114993913573,65.685,79.54927951657885,73.29326036249014,83.665,3.508,32.71494814105633,76.339
,1,277.668,287.111,271.456,289.567,78694.730882662,99878.415,-0.2,-0.008,3.305,0.6765805065234076,0.0,-0.0,0.0001823262839879154,18.34,0.543,50099.634,19.785,0.00018991517436380773,-0.191,-0.539,-0.8,0.21,85.175,3.561,1.0,282.359,300.484,270.275,301.321,66.463,47.684,46.885,88.166,3.309,35.386,76.88
,1,289.203,298.3190619678335,279.666,462.801,78694.730882662,101891.871,0.1761047693510555,-0.056,3.654,-0.189,-0.001,0.0,0.002,18.158,0.567,47979.167,10.028,-0.0,-0.373,-0.495,-0.811,0.266,73.167,5.461412030755315,1.0,272.068,285.001,291.698,277.604,67.489,48.154,48.199,83.427,2.713,32.554,79.93625342679128
,0,276.323,268.08,267.732,605.322,53471.66,104387.0666266772,-0.121,0.194,3.763,-0.177,0.001,0.000466830090393749,-0.0,31.173630642085186,0.579,49671.674,20.724,0.00018991517436380773,-0.167,-0.472,-0.784,0.201,157.103,3.608,1.0,290.127,303.45619514955536,274.608,294.934,68.23,51.56,44.144,88.948,2.709,35.017,79.163
,1,288.946,286.075,273.162,264.711,56263.646,101428.89,0.001,0.438,5.453180193236714,-0.157,-0.001,-0.001,0.001,17.227,0.532,25344.456596221018,26.997,-0.001,-0.155,-0.419,-0.709,0.405,166.868981074579,3.907,1.0,273.865,303.45619514955536,275.101,286.037,70.52,48.702,45.833,97.21177445652174,3.1886087160262413,32.809,76.197
,1,281.896,298.3190619678335,275.375,283.814,53303.461,101412.266,0.051,0.591,5.453180193236714,-0.178,-0.002,0.001,-0.002,17.118,0.7944468408262454,48785.16,38.191,0.00018991517436380773,0.6797272583201269,-0.476,4.100759235668789,1.1185108974358975,192.447,4.593,1.0,271.443,285.24,298.4101307426054,301.894,65.53,49.313,43.849,97.21177445652174,3.1886087160262413,32.71494814105633,79.93625342679128
,0,301.6345762685402,287.609,272.159,269.984,55536.535,104387.0666266772,0.143,1.424,4.952,-0.21,-0.001,0.000466830090393749,0.0,16.699,0.328,48934.024,63.109,0.002,-0.193,-0.919,-0.868,1.1185108974358975,198.198,5.017,1.0,301.0289560691872,286.487,274.67,278.636,67.367,48.287,44.761,86.865,3.1886087160262413,34.518,77.025
,1,283.814,452.476,282.797,284.581,56668.621,98667.621,0.1761047693510555,1.376,5.453180193236714,0.6765805065234076,-0.001,-0.0,-0.0,17.674,0.476,49349.82,113.983,0.001,-0.178,-0.484,4.100759235668789,1.457,306.31,6.46,1.0,301.0289560691872,505.745,298.4101307426054,292.994,68.496,50.351,73.29326036249014,86.526,8.935,35.103,75.443
,0,402.61,298.3190619678335,442.012,445.535,53977.7,99049.957,0.1761047693510555,1.523,5.453180193236714,-0.252,-0.001,0.000466830090393749,-0.001,18.324,0.968,50063.273,276.014,0.00018991517436380773,-0.256,-0.449,-0.688,1.1185108974358975,198.64,7.733,1.0,289.19,283.638,290.325,283.468,64.757,50.079,47.592,88.278,3.1886087160262413,32.71494814105633,75.264
,0,276.602,274.322,298.823,293.709,58310.029,105586.847,0.1761047693510555,0.23838879046545336,9.108,-0.139,0.00024330392943063353,0.000466830090393749,0.0,17.555,0.517,49862.189,460.492,0.0,-0.13,2.043423367593712,4.100759235668789,1.9,166.868981074579,8.475,1.0,273.661,303.45619514955536,286.039,290.448,65.764,51.209,44.099,83.715,9.828,34.937,74.949
,0,295.167,281.918,286.246,294.478,57674.346,96393.601,0.1761047693510555,1.759,9.933,-0.094,0.00024330392943063353,0.001,0.0001823262839879154,19.306,0.554,47117.254,668.705,0.002,0.6797272583201269,-0.27,-0.43,2.251,166.868981074579,9.743,1.0,301.0289560691872,275.177,269.515,281.138,67.815,48.357,45.219,85.936,11.92,35.245,79.457
,1,431.164,270.64,298.71,299.81499398426655,78694.730882662,103906.659,1.343,1.579,9.498,-0.039,0.0,0.001,-0.001,18.524,0.663,25344.456596221018,1221.695,0.00018991517436380773,-0.042,-0.118,-0.198,2.132,223.341,9.472,1.0,407.66,275.348,298.4101307426054,304.0114993913573,71.042,50.828,73.29326036249014,121.298,12.011,33.459,74.467
,1,301.103,269.97,300.4776422074919,284.677,55676.13,105516.412,1.534,1.431,9.485,0.444,0.001,-0.0,-0.003,20.814,0.7944468408262454,49567.785,337.12472982675195,0.001,0.6797272583201269,1.014,1.787,2.077,227.337,20.858,1.0,271.299,290.125,265.119,276.505,69.492,49.277,45.545,85.032,10.13,32.91,78.919
,1,283.936,277.337,289.836,272.183,54588.985,104387.0666266772,1.783,0.864,10.188,0.302,-0.001,-0.001,0.001,21.316,0.7944468408262454,48460.71,176.703,-0.0,0.325,0.966,1.536,1.1185108974358975,235.13,9.997,1.0,545.208,281.45,282.777,304.0114993913573,84.15818918490326,48.839,44.893,97.21177445652174,10.012,34.7,74.312
,0,288.462,282.379,276.789,505.854,53453.047,104387.0666266772,0.1761047693510555,0.52,5.453180193236714,0.6765805065234076,-0.0,0.002,0.002,20.254,0.9,50707.5,139.951,0.00018991517436380773,0.325,1.072,1.741,1.663,244.019,8.962,1.0,301.0289560691872,300.582,281.355,304.0114993913573,70.514,47.91,46.083,88.182,8.656,33.987,74.851
,1,299.114,298.3190619678335,271.11,293.381,78694.730882662,100462.503,1.347,0.209,8.333,0.6765805065234076,0.0,-0.0,-0.0,18.833,0.7944468408262454,47248.287,56.799,0.0,0.032,0.342,0.73,1.1185108974358975,272.361,7.642,1.0,288.917,303.45619514955536,288.115,304.0114993913573,84.15818918490326,79.54927951657885,44.994,97.21177445652174,3.1886087160262413,32.71494814105633,79.93625342679128
,1,275.501,277.937,276.026,267.615,55600.662,105945.581,0.995,0.23838879046545336,6.404,-0.016,0.0,0.0,0.001,18.901,0.998,46773.136,29.091,0.00018991517436380773,0.6797272583201269,0.169,0.536,1.1185108974358975,270.875,5.976,1.0,301.0289560691872,294.902,280.83,280.002,66.412,50.014,43.753,83.866,6.33,33.695,80.18
,1,285.645,274.908,290.315,272.99,58229.041,104387.0666266772,0.1761047693510555,0.308,5.453180193236714,-0.157,-0.001,0.000466830090393749,-0.001,18.183,0.7944468408262454,46316.185,33.503,-0.0,-0.155,-0.288,-0.024,0.632,237.7,4.642,1.0,277.496,301.115,285.636,281.711,68.461,49.792,44.67,97.21177445652174,5.125,33.893,79.816
,1,273.477,266.372,289.955,288.058,54485.457,100558.905,0.48,0.305,5.453180193236714,-0.184,-0.001,0.000466830090393749,0.0,17.161,0.82,25344.456596221018,337.12472982675195,-0.0,-0.186,-0.458,-0.422,1.1185108974358975,248.145,3.774,1.0,301.0289560691872,415.63,298.4101307426054,274.921,121.355,48.981,46.808,166.92,4.036,33.569,79.93625342679128
,1,288.453,531.368,285.824,292.993,56474.539,103798.992,0.49,0.302,3.661,-0.196,0.00024330392943063353,-0.0,-0.0,31.173630642085186,0.779,48126.017,29.324,-0.0,-0.385,-0.559,-0.65,0.597,246.704,3.676,1.0,292.908,279.084,271.986,295.958,84.15818918490326,52.139,46.201,97.21177445652174,3.1886087160262413,35.138,75.807
,1,293.114,265.133,277.203,284.452,55934.324,104387.0666266772,0.408,0.226,7.205,-0.302,-0.001,0.000466830090393749,-0.001,31.173630642085186,0.7944468408262454,49418.373,19.533,0.0,-0.206,-0.595,-0.889,0.484,235.844,3.622,1.0,276.574,291.944,282.889,284.653,66.583,47.456,46.887,87.255,2.199,34.869,79.93625342679128
,1,288.976,284.413,269.927,265.184,53801.661,100075.357,0.33,0.177,3.39,-0.215,-0.001,-0.0,0.0001823262839879154,31.619,0.651,48522.215,13.77,-0.001,-0.23,-0.626,-0.964,1.1185108974358975,242.029,3.48,1.0,288.507,289.91,298.4101307426054,378.935,75.136,47.703,73.29326036249014,97.21177445652174,2.377,32.71494814105633,75.505
,1,278.263,264.189,282.154,289.393,54129.097,101147.04,0.257,0.095,3.25,-0.225,0.001,0.001,-0.0,17.066,0.7944468408262454,49952.627,8.99,0.001,-0.231,-0.594,-1.089,0.28,262.251,5.461412030755315,1.0,267.117,275.336,281.042,295.519,70.341,47.394,38.073,95.137,2.334,32.867,74.133
,1,267.025,298.3190619678335,287.168,265.82,78694.730882662,100910.096,0.388,0.23838879046545336,5.453180193236714,-0.223,0.00024330392943063353,0.000466830090393749,-0.001,22.227,0.564,25344.456596221018,5.248,-0.0,-0.212,-0.623,-0.992,0.207,248.173,3.058,1.0,286.74,435.781,287.969,300.246,70.465,44.123,37.324,98.677,1.89,34.101,79.912
,1,288.857,267.22,278.81,281.654,53288.676,105610.365,0.1761047693510555,0.23838879046545336,4.688,-0.224,-0.0,-0.0,0.0,16.318,1.392,47132.386,3.398,0.001,-0.22,-0.57,-1.073,0.261,249.67,3.429,1.0,278.246,451.852,265.863,304.0114993913573,75.098,43.934,37.022,165.575,1.193,33.3,79.455
,1,301.6345762685402,263.678,266.08,264.131,54926.209,104387.0666266772,0.314,0.305,5.453180193236714,-0.214,0.001,-0.001,0.0001823262839879154,16.388,0.7944468408262454,48353.504,2.707,-0.0,-0.225,2.043423367593712,4.100759235668789,0.461,166.868981074579,3.724,1.0,301.0289560691872,291.249,298.4101307426054,279.399,71.263,45.842,37.794,91.94,0.89,33.865,76.386
,1,270.585,273.418,271.611,288.316,55858.288,97715.924,0.277,0.17,5.453180193236714,-0.236,0.001,0.0,-0.001,31.173630642085186,0.962,46850.378,2.069,0.00018991517436380773,-0.231,-0.639,-1.094,0.329,166.868981074579,4.044,1.0,290.185,276.61,265.273,274.805,72.596,44.495,36.998,93.803,0.822,32.71494814105633,152.259
,1,301.6345762685402,283.527,261.65,278.201,53630.696,105320.841,0.331,0.161,4.153,-0.213,0.00024330392943063353,0.0,0.0,16.995,0.7944468408262454,49360.911,337.12472982675195,-0.0,-0.234,-0.586,4.100759235668789,1.1185108974358975,233.466,5.461412030755315,1.0,280.405,273.525,265.24,282.096,73.891,45.054,39.481,97.638,3.1886087160262413,32.591,76.835
,0,279.358,267.359,263.323,522.393,55215.616,102513.73,0.477,0.23838879046545336,4.408,-0.214,0.00024330392943063353,-0.002,0.0,31.173630642085186,0.7944468408262454,48073.952,1.304,0.00018991517436380773,-0.23,-0.635,4.100759235668789,1.1185108974358975,255.707,6.132,1.0,498.516,293.56,287.286,279.193,76.793,46.543,38.851,94.887,1.26,32.71494814105633,79.93625342679128
,0,268.426,286.157,300.4776422074919,287.512,58459.153,100353.249,0.717,0.233,4.888,-0.212,-0.001,-0.001,0.0,16.665,0.842,25344.456596221018,337.12472982675195,0.002,0.6797272583201269,-0.631,-0.996,1.1185108974358975,241.475,4.705,1.0,271.687,300.365,264.285,279.128,74.488,45.83,73.29326036249014,97.21177445652174,2.193,61.813,77.567
,1,271.54,284.454,291.574,265.313,54628.392,97182.713,0.851,0.093,4.952,-0.208,0.00024330392943063353,0.0,-0.0,31.173630642085186,0.724,47905.734,4.257,-0.001,-0.209,-0.605,-1.013,0.919,263.169,5.429,1.0,301.0289560691872,297.458,280.813,275.584,84.15818918490326,79.54927951657885,73.29326036249014,93.492,4.408,35.047,79.93625342679128
,1,279.592,274.996,292.743,283.503,96412.319,99811.17,0.1761047693510555,0.068,5.724,-0.184,-0.003,0.002,0.001,17.931,0.721,25344.456596221018,8.493,-0.0,-0.178,-0.493,-0.868,1.1185108974358975,260.204,5.839,1.0,273.641,282.851,298.4101307426054,288.59,71.521,45.493,38.149,97.21177445652174,3.1886087160262413,34.398,78.573
,0,301.6345762685402,261.598,279.275,272.577,107902.452,106376.05,1.496,0.235,6.837,-0.094,0.0,-0.001,0.0,17.367,0.807,25344.456596221018,12.126,0.00018991517436380773,-0.087,-0.289,-0.492,1.491,523.578,6.901,1.0,279.154,285.445,282.343,299.114,71.789,47.457,36.988,93.689,12.61,33.674,81.115
,1,300.577,270.248,289.741,294.517,55917.437,103314.478,1.671,0.374,7.919,-0.024,0.001,-0.0,-0.0,18.322,0.822,49670.46,33.569,0.0,-0.026,-0.134,-0.188,1.704,261.543,7.264,1.0,276.337,303.45619514955536,284.586,295.622,72.028,44.372,38.696,97.161,3.1886087160262413,33.723,80.388
,1,301.6345762685402,265.168,286.609,281.09,57714.043,98370.676,1.721,0.396,8.365,0.6765805065234076,0.00024330392943063353,-0.0,0.001,31.173630642085186,0.876,50509.979,117.795,-0.002,-0.001,2.043423367593712,-0.008,1.1185108974358975,258.707,7.989,1.0,278.981,292.561,298.4101307426054,295.635,75.318,45.537,39.291,95.639,3.1886087160262413,35.827,80.023
,1,301.6345762685402,263.662,281.134,281.406,78694.730882662,104387.0666266772,1.799,0.23838879046545336,5.453180193236714,-0.013,-0.0,0.000466830090393749,0.0,20.005,0.865,25344.456596221018,157.992,0.0,-0.015,0.028,0.019,1.868,257.595,16.126,1.0,271.012,273.555,285.128,285.175,76.293,44.441,36.37,94.758,3.1886087160262413,32.914,76.477
,0,284.405,298.3190619678335,300.4776422074919,287.279,53379.586,105466.93,0.1761047693510555,0.391,5.453180193236714,-0.016,0.00024330392943063353,0.0,0.0,19.413,0.863,49207.21,95.611,0.00018991517436380773,-0.016,2.043423367593712,0.06,1.1185108974358975,254.012,18.686,1.0,301.0289560691872,288.294,298.4101307426054,277.38,74.01,79.54927951657885,37.01,98.256,18.579,34.773,77.7
,1,288.168,275.695,287.493,282.317,55914.077,105120.665,1.766,0.415,5.453180193236714,0.064,0.0,0.000466830090393749,0.0,19.905,0.851,49188.734,107.659,0.00018991517436380773,0.062,0.181,0.413,1.1185108974358975,250.343,8.17,1.0,275.55,300.938,275.908,288.681,77.009,44.14,73.29326036249014,93.955,3.1886087160262413,32.71494814105633,80.231
,1,284.138,279.085,276.103,296.944,58717.289,100351.722,0.1761047693510555,0.383,5.453180193236714,0.285,0.0,-0.0,-0.002,20.574,0.7944468408262454,47247.363,55.579,0.003,0.273,0.674,1.371,1.616,250.246,8.712,1.0,462.048,293.722,273.667,300.176,76.145,47.216,38.688,93.232,9.009,35.29,78.712
,1,271.061,298.3190619678335,289.385,290.038,78694.730882662,100739.936,1.368,0.23838879046545336,5.453180193236714,0.189,0.001,0.001,0.0001823262839879154,20.38,0.802,48747.9,25.138,-0.0,0.6797272583201269,0.594,1.079,1.367,268.888,8.711,1.0,275.143,280.493,280.174,288.129,84.15818918490326,45.072,39.355,97.21177445652174,8.4,32.71494814105633,79.599
