time_utc,2m_temperature,2m_dewpoint_temperature,maximum_2m_temperature_since_previous_post_processing,minimum_2m_temperature_since_previous_post_processing,surface_pressure,mean_sea_level_pressure,10m_u_component_of_wind,10m_v_component_of_wind,10m_wind_gust_since_previous_post_processing,total_precipitation,convective_precipitation,large_scale_precipitation,mean_total_precipitation_rate,total_column_water_vapour,total_cloud_cover,geopotential,convective_available_potential_energy,precip_rate_mm_per_hr,precip_1h,precip_3h,precip_6h,wind_speed_10m,wind_dir_10m_deg,wind_gust_10m,wind_gust_dir_deg,morning_temp,afternoon_temp,daily_min_temp,daily_max_temp,morning_rh,afternoon_rh,daily_rh_min,daily_rh_max,dewpoint_depression_c,station_lat,station_lon,time_local,label,_target_orig,date,new_label
,,265.557,294.896,283.158,56524.641,104456.319,,-0.147,5.004,-0.225,-0.001,-0.001,0.001,17.414,0.217,50619.438,111.576,-0.001,-0.217,-0.617,-1.018,0.574,,,,274.653,276.604,283.683,295.59,58.813,42.544,40.914,75.013,7.7,34.06,75.313,2022-07-04 09:30:00+05:30,1.04,2022-07-04 04:00:00,2022-07-04,0
,282.444,266.229,282.349,284.517,55846.083,102287.178,-0.665,,6.092,-0.184,-0.0,-0.0,,16.705,0.229,47805.448,208.506,-0.001,-0.173,-0.502,,,,5.933,,294.931,277.035,436.231,397.509,60.743,40.333,,77.485,10.64,33.07,76.42,2022-07-04 10:30:00+05:30,0.965,2022-07-04 05:00:00,2022-07-04,0
,273.97,,284.159,290.539,85273.635,137981.82,-0.582,0.738,6.277,-0.133,-0.0,0.001,0.0,16.758,0.327,50230.447,370.572,,,-0.396,-0.698,0.962,135.786,,,291.588,286.171,285.897,279.159,57.295,44.379,,113.922,,34.5,75.734,2022-07-04 11:30:00+05:30,,2022-07-04 06:00:00,2022-07-04,0
,291.433,265.194,298.828,279.172,53675.533,99893.21,,,6.733,-0.12,,,0.0,17.311,0.46,48253.717,551.761,0.001,-0.12,-0.317,-0.589,1.097,,,,284.654,,266.985,284.963,62.101,,39.342,77.324,13.096,,,2022-07-04 12:30:00+05:30,,2022-07-04 07:00:00,2022-07-04,0
,283.774,267.506,275.183,290.471,,105412.112,,1.072,,-0.113,,-0.001,,,0.6,49689.988,698.094,0.0,,-0.288,-0.846,1.033,192.623,,,283.944,288.045,273.355,296.607,60.974,44.275,,75.958,13.493,34.131,74.392,2022-07-04 13:30:00+05:30,1.038,2022-07-04 08:00:00,2022-07-04,0
,299.256,275.158,289.116,,55530.397,105413.864,0.396,0.613,6.179,,,-0.001,0.001,18.523,0.693,,787.349,0.001,-0.029,-0.094,-0.132,0.75,210.092,6.442,,282.622,273.411,287.458,,62.073,43.97,41.061,81.335,13.238,64.922,75.161,2022-07-04 14:30:00+05:30,1.029,2022-07-04 09:00:00,2022-07-04,0
,291.229,270.291,279.479,285.236,58684.733,104540.908,0.565,0.227,6.287,,0.0,,,19.13,0.635,47513.282,494.175,0.001,0.201,0.458,0.877,0.604,241.373,,,285.902,,,282.362,62.072,,38.711,,,35.513,76.16,2022-07-04 15:30:00+05:30,,2022-07-04 10:00:00,2022-07-04,0
,,274.603,435.005,272.127,56971.16,104839.48,,-0.097,6.212,0.281,0.002,0.0,0.002,20.389,0.717,48710.898,313.778,-0.001,0.305,0.775,1.295,0.353,298.905,6.072,,269.193,,264.883,275.931,59.761,43.665,41.595,75.876,11.724,33.772,80.787,2022-07-04 16:30:00+05:30,0.959,2022-07-04 11:00:00,2022-07-04,0
,,,,286.577,53655.935,105351.082,0.405,,14.241,0.421,-0.0,,0.003,38.458,0.73,,331.116,-0.001,0.406,1.138,1.962,0.426,272.691,,,269.629,289.353,290.548,279.351,56.997,40.979,,,12.144,,76.763,2022-07-04 17:30:00+05:30,1.049,2022-07-04 12:00:00,2022-07-04,0
,289.862,272.232,,,55410.883,98657.381,0.529,-0.037,6.601,0.269,0.001,0.001,0.001,,0.839,49077.115,,0.001,0.263,0.906,1.594,,286.182,,,296.024,289.206,275.222,300.896,58.143,40.962,40.992,82.393,10.939,35.586,,2022-07-04 18:30:00+05:30,0.979,2022-07-04 13:00:00,2022-07-04,0
,284.512,266.507,298.139,278.263,58255.291,,0.583,-0.031,5.199,0.139,0.0,0.0,-0.001,,0.861,47048.614,,-0.001,0.138,0.576,1.208,,,5.104,,274.287,279.625,283.213,302.085,59.747,,39.42,77.704,9.221,34.63,76.506,2022-07-04 19:30:00+05:30,0.961,2022-07-04 14:00:00,2022-07-04,0
,275.054,289.061,286.13,518.458,53842.624,100302.962,0.201,0.086,4.929,0.22,-0.001,0.001,-0.002,21.324,0.818,,200.703,0.001,0.224,0.619,1.542,,257.094,5.036,,268.617,274.342,264.527,277.157,62.602,42.985,,75.901,7.146,33.768,74.219,2022-07-04 20:30:00+05:30,1.016,2022-07-04 15:00:00,2022-07-04,0
,,264.339,287.512,,,101666.591,,0.124,4.845,0.221,0.002,0.001,-0.002,28.153,0.755,93928.808,178.083,0.002,0.224,0.667,1.484,0.161,222.592,4.841,,274.695,299.395,,,62.026,,39.934,75.332,5.567,34.069,74.231,2022-07-04 21:30:00+05:30,0.97,2022-07-04 16:00:00,2022-07-04,0
,282.576,264.299,,290.48,,180092.005,0.123,,,0.047,-0.002,0.0,-0.001,29.087,0.799,50235.999,164.061,-0.0,0.044,0.329,0.787,0.18,225.461,5.148,,273.309,297.527,269.07,284.09,,42.578,40.708,74.593,4.572,33.532,78.656,2022-07-04 22:30:00+05:30,,2022-07-04 17:00:00,2022-07-04,0
,267.657,269.762,286.035,,54748.597,103780.542,0.136,0.07,,-0.07,,0.0,0.0,18.535,0.822,47365.308,109.886,0.0,,-0.008,0.259,0.153,235.699,4.835,,284.911,296.881,270.488,301.036,57.995,74.439,42.602,79.999,4.466,,75.147,2022-07-04 23:30:00+05:30,,2022-07-04 18:00:00,2022-07-04,0
,287.195,262.992,,272.2,56325.371,,0.163,0.03,4.311,,-0.001,0.003,0.0,18.26,0.853,49583.934,101.029,0.001,-0.101,,0.028,0.156,271.622,4.213,,294.651,297.685,378.012,279.345,68.27,52.072,45.168,87.11,,34.282,74.395,2022-07-05 00:30:00+05:30,0.991,2022-07-04 19:00:00,2022-07-05,0
,,284.422,278.988,,58587.927,105401.477,0.18,0.01,,,-0.002,0.001,0.0,17.944,0.896,48655.461,105.698,0.0,-0.139,-0.337,-0.211,,276.076,3.416,,283.791,288.458,272.657,,66.787,,44.568,,3.791,33.473,76.035,2022-07-05 01:30:00+05:30,0.959,2022-07-04 20:00:00,2022-07-05,0
,265.728,284.172,265.74,292.543,54105.882,103740.785,,0.055,3.108,-0.168,-0.0,0.001,0.002,18.623,0.934,47491.35,95.081,-0.0,-0.165,-0.413,-0.728,0.251,256.844,3.075,,,292.432,269.649,289.958,70.411,48.834,,84.708,3.53,,78.317,2022-07-05 02:30:00+05:30,1.038,2022-07-04 21:00:00,2022-07-05,0
,282.84,,273.859,265.736,55841.562,,,0.084,3.357,-0.18,-0.0,-0.002,0.0,17.601,0.481,49272.522,,0.0,-0.178,-0.451,-0.641,0.196,,3.125,,,275.322,276.556,,65.685,,,83.665,3.508,,76.339,2022-07-05 03:30:00+05:30,,2022-07-04 22:00:00,2022-07-05,0
,277.668,287.111,271.456,289.567,,99878.415,-0.2,-0.008,3.305,,0.0,-0.0,,18.34,0.543,50099.634,19.785,,-0.191,-0.539,-0.8,0.21,85.175,3.561,,282.359,300.484,270.275,301.321,66.463,47.684,46.885,88.166,3.309,35.386,76.88,2022-07-05 04:30:00+05:30,0.987,2022-07-04 23:00:00,2022-07-05,0
,289.203,,279.666,462.801,,101891.871,,-0.056,3.654,-0.189,-0.001,0.0,0.002,18.158,0.567,47979.167,10.028,-0.0,-0.373,-0.495,-0.811,0.266,73.167,,,272.068,285.001,291.698,277.604,67.489,48.154,48.199,83.427,2.713,32.554,,2022-07-05 05:30:00+05:30,1.024,2022-07-05 00:00:00,2022-07-05,0
,276.323,268.08,267.732,605.322,53471.66,,-0.121,0.194,3.763,-0.177,0.001,,-0.0,,0.579,49671.674,20.724,,-0.167,-0.472,-0.784,0.201,157.103,3.608,,290.127,,274.608,294.934,68.23,51.56,44.144,88.948,2.709,35.017,79.163,2022-07-05 06:30:00+05:30,0.974,2022-07-05 01:00:00,2022-07-05,0
,288.946,286.075,273.162,264.711,56263.646,101428.89,0.001,0.438,,-0.157,-0.001,-0.001,0.001,17.227,0.532,,26.997,-0.001,-0.155,-0.419,-0.709,0.405,,3.907,,273.865,,275.101,286.037,70.52,48.702,45.833,,,32.809,76.197,2022-07-05 07:30:00+05:30,1.03,2022-07-05 02:00:00,2022-07-05,0
,281.896,,275.375,283.814,53303.461,101412.266,0.051,0.591,,-0.178,-0.002,0.001,-0.002,17.118,,48785.16,38.191,,,-0.476,,,192.447,4.593,,271.443,285.24,,301.894,65.53,49.313,43.849,,,,,2022-07-05 08:30:00+05:30,1.003,2022-07-05 03:00:00,2022-07-05,0
,,287.609,272.159,269.984,55536.535,,0.143,1.424,4.952,-0.21,-0.001,,0.0,16.699,0.328,48934.024,63.109,0.002,-0.193,-0.919,-0.868,,198.198,5.017,,,286.487,274.67,278.636,67.367,48.287,44.761,86.865,,34.518,77.025,2022-07-05 09:30:00+05:30,,2022-07-05 04:00:00,2022-07-05,0
,283.814,452.476,282.797,284.581,56668.621,98667.621,,1.376,,,-0.001,-0.0,-0.0,17.674,0.476,49349.82,113.983,0.001,-0.178,-0.484,,1.457,306.31,6.46,,,505.745,,292.994,68.496,50.351,,86.526,8.935,35.103,75.443,2022-07-05 10:30:00+05:30,1.002,2022-07-05 05:00:00,2022-07-05,0
,402.61,,442.012,445.535,53977.7,99049.957,,1.523,,-0.252,-0.001,,-0.001,18.324,0.968,50063.273,276.014,,-0.256,-0.449,-0.688,,198.64,7.733,,289.19,283.638,290.325,283.468,64.757,50.079,47.592,88.278,,,75.264,2022-07-05 11:30:00+05:30,0.966,2022-07-05 06:00:00,2022-07-05,0
,276.602,274.322,298.823,293.709,58310.029,105586.847,,,9.108,-0.139,,,0.0,17.555,0.517,49862.189,460.492,0.0,-0.13,,,1.9,,8.475,,273.661,,286.039,290.448,65.764,51.209,44.099,83.715,9.828,34.937,74.949,2022-07-05 12:30:00+05:30,,2022-07-05 07:00:00,2022-07-05,0
,295.167,281.918,286.246,294.478,57674.346,96393.601,,1.759,9.933,-0.094,,0.001,,19.306,0.554,47117.254,668.705,0.002,,-0.27,-0.43,2.251,,9.743,,,275.177,269.515,281.138,67.815,48.357,45.219,85.936,11.92,35.245,79.457,2022-07-05 13:30:00+05:30,,2022-07-05 08:00:00,2022-07-05,0
,431.164,270.64,298.71,,,103906.659,1.343,1.579,9.498,-0.039,0.0,0.001,-0.001,18.524,0.663,,1221.695,,-0.042,-0.118,-0.198,2.132,223.341,9.472,,407.66,275.348,,,71.042,50.828,,121.298,12.011,33.459,74.467,2022-07-05 14:30:00+05:30,1.046,2022-07-05 09:00:00,2022-07-05,0
,301.103,269.97,,284.677,55676.13,105516.412,1.534,1.431,9.485,0.444,0.001,-0.0,-0.003,20.814,,49567.785,,0.001,,1.014,1.787,2.077,227.337,20.858,,271.299,290.125,265.119,276.505,69.492,49.277,45.545,85.032,10.13,32.91,78.919,2022-07-05 15:30:00+05:30,1.051,2022-07-05 10:00:00,2022-07-05,0
,283.936,277.337,289.836,272.183,54588.985,,1.783,0.864,10.188,0.302,-0.001,-0.001,0.001,21.316,,48460.71,176.703,-0.0,0.325,0.966,1.536,,235.13,9.997,,545.208,281.45,282.777,,,48.839,44.893,,10.012,34.7,74.312,2022-07-05 16:30:00+05:30,1.029,2022-07-05 11:00:00,2022-07-05,0
,288.462,282.379,276.789,505.854,53453.047,,,0.52,,,-0.0,0.002,0.002,20.254,0.9,50707.5,139.951,,0.325,1.072,1.741,1.663,244.019,8.962,,,300.582,281.355,,70.514,47.91,46.083,88.182,8.656,33.987,74.851,2022-07-05 17:30:00+05:30,0.955,2022-07-05 12:00:00,2022-07-05,0
,299.114,,271.11,293.381,,100462.503,1.347,0.209,8.333,,0.0,-0.0,-0.0,18.833,,47248.287,56.799,0.0,0.032,0.342,0.73,,272.361,7.642,,288.917,,288.115,,,,44.994,,,,,2022-07-05 18:30:00+05:30,0.976,2022-07-05 13:00:00,2022-07-05,0
,275.501,277.937,276.026,267.615,55600.662,105945.581,0.995,,6.404,-0.016,0.0,0.0,0.001,18.901,0.998,46773.136,29.091,,,0.169,0.536,,270.875,5.976,,,294.902,280.83,280.002,66.412,50.014,43.753,83.866,6.33,33.695,80.18,2022-07-05 19:30:00+05:30,1.033,2022-07-05 14:00:00,2022-07-05,0
,285.645,274.908,290.315,272.99,58229.041,,,0.308,,-0.157,-0.001,,-0.001,18.183,,46316.185,33.503,-0.0,-0.155,-0.288,-0.024,0.632,237.7,4.642,,277.496,301.115,285.636,281.711,68.461,49.792,44.67,,5.125,33.893,79.816,2022-07-05 20:30:00+05:30,1.046,2022-07-05 15:00:00,2022-07-05,0
,273.477,266.372,289.955,288.058,54485.457,100558.905,0.48,0.305,,-0.184,-0.001,,0.0,17.161,0.82,,,-0.0,-0.186,-0.458,-0.422,,248.145,3.774,,,415.63,,274.921,121.355,48.981,46.808,166.92,4.036,33.569,,2022-07-05 21:30:00+05:30,1.035,2022-07-05 16:00:00,2022-07-05,0
,288.453,531.368,285.824,292.993,56474.539,103798.992,0.49,0.302,3.661,-0.196,,-0.0,-0.0,,0.779,48126.017,29.324,-0.0,-0.385,-0.559,-0.65,0.597,246.704,3.676,,292.908,279.084,271.986,295.958,,52.139,46.201,,,35.138,75.807,2022-07-05 22:30:00+05:30,0.992,2022-07-05 17:00:00,2022-07-05,0
,293.114,265.133,277.203,284.452,55934.324,,0.408,0.226,7.205,-0.302,-0.001,,-0.001,,,49418.373,19.533,0.0,-0.206,-0.595,-0.889,0.484,235.844,3.622,,276.574,291.944,282.889,284.653,66.583,47.456,46.887,87.255,2.199,34.869,,2022-07-05 23:30:00+05:30,0.977,2022-07-05 18:00:00,2022-07-05,0
,288.976,284.413,269.927,265.184,53801.661,100075.357,0.33,0.177,3.39,-0.215,-0.001,-0.0,,31.619,0.651,48522.215,13.77,-0.001,-0.23,-0.626,-0.964,,242.029,3.48,,288.507,289.91,,378.935,75.136,47.703,,,2.377,,75.505,2022-07-06 00:30:00+05:30,1.584,2022-07-05 19:00:00,2022-07-06,0
,278.263,264.189,282.154,289.393,54129.097,101147.04,0.257,0.095,3.25,-0.225,0.001,0.001,-0.0,17.066,,49952.627,8.99,0.001,-0.231,-0.594,-1.089,0.28,262.251,,,267.117,275.336,281.042,295.519,70.341,47.394,38.073,95.137,2.334,32.867,74.133,2022-07-06 01:30:00+05:30,1.032,2022-07-05 20:00:00,2022-07-06,0
,267.025,,287.168,265.82,,100910.096,0.388,,,-0.223,,,-0.001,22.227,0.564,,5.248,-0.0,-0.212,-0.623,-0.992,0.207,248.173,3.058,,286.74,435.781,287.969,300.246,70.465,44.123,37.324,98.677,1.89,34.101,79.912,2022-07-06 02:30:00+05:30,1.03,2022-07-05 21:00:00,2022-07-06,0
,288.857,267.22,278.81,281.654,53288.676,105610.365,,,4.688,-0.224,-0.0,-0.0,0.0,16.318,1.392,47132.386,3.398,0.001,-0.22,-0.57,-1.073,0.261,249.67,3.429,,278.246,451.852,265.863,,75.098,43.934,37.022,165.575,1.193,33.3,79.455,2022-07-06 03:30:00+05:30,0.999,2022-07-05 22:00:00,2022-07-06,0
,,263.678,266.08,264.131,54926.209,,0.314,0.305,,-0.214,0.001,-0.001,,16.388,,48353.504,2.707,-0.0,-0.225,,,0.461,,3.724,,,291.249,,279.399,71.263,45.842,37.794,91.94,0.89,33.865,76.386,2022-07-06 04:30:00+05:30,1.027,2022-07-05 23:00:00,2022-07-06,0
,270.585,273.418,271.611,288.316,55858.288,97715.924,0.277,0.17,,-0.236,0.001,0.0,-0.001,,0.962,46850.378,2.069,,-0.231,-0.639,-1.094,0.329,,4.044,,290.185,276.61,265.273,274.805,72.596,44.495,36.998,93.803,0.822,,152.259,2022-07-06 05:30:00+05:30,0.997,2022-07-06 00:00:00,2022-07-06,0
,,283.527,261.65,278.201,53630.696,105320.841,0.331,0.161,4.153,-0.213,,0.0,0.0,16.995,,49360.911,,-0.0,-0.234,-0.586,,,233.466,,,280.405,273.525,265.24,282.096,73.891,45.054,39.481,97.638,,32.591,76.835,2022-07-06 06:30:00+05:30,0.987,2022-07-06 01:00:00,2022-07-06,0
,279.358,267.359,263.323,522.393,55215.616,102513.73,0.477,,4.408,-0.214,,-0.002,0.0,,,48073.952,1.304,,-0.23,-0.635,,,255.707,6.132,,498.516,293.56,287.286,279.193,76.793,46.543,38.851,94.887,1.26,,,2022-07-06 07:30:00+05:30,,2022-07-06 02:00:00,2022-07-06,0
,268.426,286.157,,287.512,58459.153,100353.249,0.717,0.233,4.888,-0.212,-0.001,-0.001,0.0,16.665,0.842,,,0.002,,-0.631,-0.996,,241.475,4.705,,271.687,300.365,264.285,279.128,74.488,45.83,,,2.193,61.813,77.567,2022-07-06 08:30:00+05:30,0.972,2022-07-06 03:00:00,2022-07-06,0
,271.54,284.454,291.574,265.313,54628.392,97182.713,0.851,0.093,4.952,-0.208,,0.0,-0.0,,0.724,47905.734,4.257,-0.001,-0.209,-0.605,-1.013,0.919,263.169,5.429,,,297.458,280.813,275.584,,,,93.492,4.408,35.047,,2022-07-06 09:30:00+05:30,0.996,2022-07-06 04:00:00,2022-07-06,0
,279.592,274.996,292.743,283.503,96412.319,99811.17,,0.068,5.724,-0.184,-0.003,0.002,0.001,17.931,0.721,,8.493,-0.0,-0.178,-0.493,-0.868,,260.204,5.839,,273.641,282.851,,288.59,71.521,45.493,38.149,,,34.398,78.573,2022-07-06 10:30:00+05:30,1.01,2022-07-06 05:00:00,2022-07-06,0
,,261.598,279.275,272.577,107902.452,106376.05,1.496,0.235,6.837,-0.094,0.0,-0.001,0.0,17.367,0.807,,12.126,,-0.087,-0.289,-0.492,1.491,523.578,6.901,,279.154,285.445,282.343,299.114,71.789,47.457,36.988,93.689,12.61,33.674,81.115,2022-07-06 11:30:00+05:30,,2022-07-06 06:00:00,2022-07-06,0
,300.577,270.248,289.741,294.517,55917.437,103314.478,1.671,0.374,7.919,-0.024,0.001,-0.0,-0.0,18.322,0.822,49670.46,33.569,0.0,-0.026,-0.134,-0.188,1.704,261.543,7.264,,276.337,,284.586,295.622,72.028,44.372,38.696,97.161,,33.723,80.388,2022-07-06 12:30:00+05:30,0.991,2022-07-06 07:00:00,2022-07-06,0
,,265.168,286.609,281.09,57714.043,98370.676,1.721,0.396,8.365,,,-0.0,0.001,,0.876,50509.979,117.795,-0.002,-0.001,,-0.008,,258.707,7.989,,278.981,292.561,,295.635,75.318,45.537,39.291,95.639,,35.827,80.023,2022-07-06 13:30:00+05:30,1.012,2022-07-06 08:00:00,2022-07-06,0
,,263.662,281.134,281.406,,,1.799,,,-0.013,-0.0,,0.0,20.005,0.865,,157.992,0.0,-0.015,0.028,0.019,1.868,257.595,16.126,,271.012,273.555,285.128,285.175,76.293,44.441,36.37,94.758,,32.914,76.477,2022-07-06 14:30:00+05:30,1.03,2022-07-06 09:00:00,2022-07-06,0
,284.405,,,287.279,53379.586,105466.93,,0.391,,-0.016,,0.0,0.0,19.413,0.863,49207.21,95.611,,-0.016,,0.06,,254.012,18.686,,,288.294,,277.38,74.01,,37.01,98.256,18.579,34.773,77.7,2022-07-06 15:30:00+05:30,0.962,2022-07-06 10:00:00,2022-07-06,0
,288.168,275.695,287.493,282.317,55914.077,105120.665,1.766,0.415,,0.064,0.0,,0.0,19.905,0.851,49188.734,107.659,,0.062,0.181,0.413,,250.343,8.17,,275.55,300.938,275.908,288.681,77.009,44.14,,93.955,,,80.231,2022-07-06 16:30:00+05:30,1.023,2022-07-06 11:00:00,2022-07-06,0
,284.138,279.085,276.103,296.944,58717.289,100351.722,,0.383,,0.285,0.0,-0.0,-0.002,20.574,,47247.363,55.579,0.003,0.273,0.674,1.371,1.616,250.246,8.712,,462.048,293.722,273.667,300.176,76.145,47.216,38.688,93.232,9.009,35.29,78.712,2022-07-06 17:30:00+05:30,1.035,2022-07-06 12:00:00,2022-07-06,0
,271.061,,289.385,290.038,,100739.936,1.368,,,0.189,0.001,0.001,,20.38,0.802,48747.9,25.138,-0.0,,0.594,1.079,1.367,268.888,8.711,,275.143,280.493,280.174,288.129,,45.072,39.355,,8.4,,79.599,2022-07-06 18:30:00+05:30,1.03,2022-07-06 13:00:00,2022-07-06,0
,285.831,281.704,280.162,,55955.057,,1.031,0.234,7.253,,-0.0,0.002,-0.0,19.775,0.553,46826.054,6.669,,-0.008,0.202,0.364,,,7.574,,266.31,280.666,281.261,293.384,74.65,47.526,38.865,90.203,,33.147,77.995,2022-07-06 19:30:00+05:30,0.992,2022-07-06 14:00:00,2022-07-06,0
,269.711,346.032,268.368,282.169,57535.681,97280.833,0.795,0.175,5.872,-0.08,,,,25.425,0.478,50158.097,10.295,0.0,,-0.08,0.063,0.813,,5.575,,282.596,277.095,265.551,277.463,,46.127,37.069,90.526,4.719,,,2022-07-06 20:30:00+05:30,0.996,2022-07-06 15:00:00,2022-07-06,0
,283.088,277.532,458.516,377.209,,97185.116,0.684,0.206,4.61,-0.121,-0.0,-0.0,-0.002,,0.514,46827.64,4.909,0.002,,-0.271,-0.126,0.729,,,,,274.56,,297.666,72.388,45.209,38.14,96.99,3.786,34.907,80.39,2022-07-06 21:30:00+05:30,1.956,2022-07-06 16:00:00,2022-07-06,0
,283.242,274.868,293.957,,57709.314,100574.937,0.621,0.234,4.163,-0.16,-0.001,-0.0,-0.001,,,,5.613,,,-0.42,-0.402,0.662,,4.126,,287.181,286.642,276.501,,76.026,48.25,37.069,94.948,3.092,33.274,76.597,2022-07-06 22:30:00+05:30,0.976,2022-07-06 17:00:00,2022-07-06,0
,273.214,,284.855,267.311,58758.63,99560.795,0.587,,5.801,-0.194,,0.001,-0.002,18.508,0.508,48711.058,7.572,0.002,,-0.487,-0.665,0.611,268.984,7.14,,268.472,286.96,,278.448,75.878,46.255,39.598,94.227,,,78.506,2022-07-06 23:30:00+05:30,,2022-07-06 18:00:00,2022-07-06,0
,,268.039,268.432,276.168,54210.002,,0.539,0.094,3.83,-0.198,0.001,0.001,-0.002,18.402,0.581,50554.061,6.395,-0.001,-0.197,-0.534,,0.552,263.235,3.832,,270.838,290.592,,284.818,69.187,,42.311,167.948,,32.561,,2022-07-07 00:30:00+05:30,,2022-07-06 19:00:00,2022-07-07,0
,283.534,274.216,274.996,271.856,58351.399,102887.482,0.844,0.087,5.949,-0.205,-0.001,0.001,-0.0,17.455,0.492,,5.306,0.001,-0.192,-0.556,-0.86,0.569,251.465,4.031,,285.37,284.863,392.455,277.45,,43.675,41.567,89.734,1.592,34.377,80.212,2022-07-07 01:30:00+05:30,1.015,2022-07-06 20:00:00,2022-07-07,0
,289.543,281.751,270.827,263.86,57396.188,,0.476,0.054,4.129,-0.215,0.001,-0.0,0.0,17.922,0.525,48500.778,,0.0,-0.194,-0.542,,0.486,269.097,4.104,,269.682,,279.327,289.397,74.668,62.621,,90.256,1.55,34.889,,2022-07-07 02:30:00+05:30,1.037,2022-07-06 21:00:00,2022-07-07,0
,276.724,267.274,268.481,,53823.546,102916.622,0.413,-0.139,,,,0.001,,29.887,0.665,47675.045,,-0.0,,-0.594,-0.996,0.422,288.725,,,287.609,280.935,274.685,284.192,,44.596,40.967,93.405,1.386,,77.562,2022-07-07 03:30:00+05:30,0.965,2022-07-06 22:00:00,2022-07-07,0
,264.515,,276.099,283.156,58226.104,101134.978,0.299,-0.319,4.104,,,-0.001,-0.0,16.881,0.714,48761.211,1.738,-0.002,-0.22,-0.579,-1.035,0.465,329.317,4.263,,269.068,280.804,287.707,,70.04,42.861,,90.358,,34.261,77.686,2022-07-07 04:30:00+05:30,0.996,2022-07-06 23:00:00,2022-07-07,0
,285.443,271.009,446.229,388.238,57620.193,101884.34,0.301,-0.276,4.0,,-0.0,0.001,,17.93,,,2.582,,-0.209,,-0.995,0.437,302.209,,,289.258,279.186,,287.957,70.441,45.526,,,1.167,34.228,75.032,2022-07-07 05:30:00+05:30,0.951,2022-07-07 00:00:00,2022-07-07,0
,270.886,,271.806,284.84,55365.794,107011.921,0.494,-0.267,4.222,-0.389,,0.001,,,,48586.91,2.981,0.001,-0.417,-0.608,-1.043,0.533,293.739,4.36,,279.189,291.571,,274.573,75.758,42.418,81.697,170.567,1.393,34.911,,2022-07-07 06:30:00+05:30,0.991,2022-07-07 01:00:00,2022-07-07,0
,270.304,275.254,286.047,282.889,54384.228,,,-0.167,4.758,-0.201,0.001,,0.001,17.264,0.812,47011.837,2.619,0.001,-0.214,-0.55,-1.031,,471.489,4.574,,288.549,,285.98,,73.325,43.29,43.204,89.106,2.058,57.918,78.497,2022-07-07 07:30:00+05:30,0.951,2022-07-07 02:00:00,2022-07-07,0
,267.181,275.067,282.265,284.231,58202.7,,0.888,-0.262,4.909,-0.194,0.0,-0.0,-0.002,18.061,0.61,49249.561,0.857,0.001,-0.302,-0.53,-0.965,0.914,273.527,4.975,,292.598,513.144,285.523,295.36,73.41,69.775,,92.154,6.273,32.929,145.946,2022-07-07 08:30:00+05:30,,2022-07-07 03:00:00,2022-07-07,0
,290.695,280.132,,272.852,54322.133,98386.72,0.889,-0.404,8.958,-0.203,,,0.002,16.93,0.599,47348.316,0.316,0.0,-0.193,-0.528,-1.464,,,5.489,,292.409,297.722,262.855,283.868,,44.773,42.994,,5.337,34.799,78.331,2022-07-07 09:30:00+05:30,,2022-07-07 04:00:00,2022-07-07,0
,278.691,498.071,285.567,274.912,,183198.885,1.034,-0.17,,,0.0,-0.002,-0.0,,0.551,49673.799,0.136,-0.002,-0.159,-0.456,-0.761,1.052,279.274,5.749,,294.06,,272.312,288.509,,44.647,,91.475,7.869,35.188,,2022-07-07 10:30:00+05:30,1.044,2022-07-07 05:00:00,2022-07-07,0
,287.012,271.595,,293.99,53885.268,104918.725,1.285,,6.285,-0.193,0.0,0.001,-0.002,17.639,0.685,47047.246,0.35,,-0.191,-0.471,-0.877,1.305,259.009,6.391,,287.37,302.295,286.423,288.344,73.645,42.659,,88.678,9.692,32.699,77.447,2022-07-07 11:30:00+05:30,1.031,2022-07-07 06:00:00,2022-07-07,0
,274.13,285.399,298.051,391.944,58416.801,103342.943,1.459,,7.483,-0.064,-0.001,-0.001,-0.002,18.274,0.702,,3.368,-0.0,-0.07,,-0.377,1.451,252.375,,,290.279,,273.741,290.529,73.885,43.121,,,10.477,33.458,79.533,2022-07-07 12:30:00+05:30,0.956,2022-07-07 07:00:00,2022-07-07,0
,,,,282.709,57893.157,101627.888,1.424,0.201,,-0.109,-0.0,-0.001,,,0.656,47504.373,,0.001,-0.114,,-0.5,1.578,251.249,7.549,1.0,267.944,296.789,,289.428,71.244,42.189,42.867,94.582,11.525,33.295,73.682,2022-07-07 13:30:00+05:30,1.04,2022-07-07 08:00:00,2022-07-07,0
,,276.961,276.834,290.495,54485.35,101919.977,1.7,,,-0.144,,0.0,0.001,17.45,0.599,48998.285,138.215,0.001,-0.16,,-0.596,1.664,,8.007,,287.665,279.96,,289.44,74.84,45.112,40.983,89.911,13.04,32.84,75.745,2022-07-07 14:30:00+05:30,1.038,2022-07-07 09:00:00,2022-07-07,0
,296.141,,293.455,,57400.868,98773.621,1.825,,7.949,-0.16,,-0.001,,17.64,0.483,49535.559,177.597,0.0,-0.161,-0.427,-0.643,1.895,273.577,,,281.912,283.639,,297.71,131.809,42.498,42.341,90.431,12.822,35.341,79.744,2022-07-07 15:30:00+05:30,1.007,2022-07-07 10:00:00,2022-07-07,0
